Total cash payments,Cash adjustments,Cash refunds,Cash rounding from tipouts,Cash before tipouts,Cash gratuity,Credit/non-cash gratuity,Credit/non-cash tips,Tipouts tips withheld,Total cash
240947.98,-18115.77,-31.0,0,222801.21,-236.50,-4641.83,-763075.12,0.0,-545152.24
