MENU_ITEM_NAME,SUB_ITEM_QUANTITY
Toss Tenders In Lemon Pepper,2.00
Toss Tenders In Ragin Cajun Also,2.00
Toss Tots In Asian Chili,2.00
Toss Tots In BSB,2.00
Toss Tots In Buff,2.00
Toss Tots In Cajin,2.00
Toss Tots In Nashville,2.00
Toss Tots In Sweet Heat,2.00
Toss Tots Lemon Pep,2.00
Toss Wings In Honey Mustard,2.00
Tossed Buff/lemon Ppr,2.00
Tossed In Cajun,2.00
Tossed In Honey Mustard,2.00
Tossed In Nashville,2.00
Tots Tossed In Cajun,2.00
Tots Tossed Rajin Cajun,2.00
Tots Well Done,2.00
Tots Xtra Crispy,2.00
Tropical,2.00
Troy,2.00
Two Cubes,2.00
ULTRA,2.00
"UNO TACO POR EL LADO, SIN TORTILLA, POR LECHUGA PORFA",1.00
Upcharge,2.00
Utah,2.00
VERY light Ice,2.00
Vegan Only,2.00
Vegas Bomb Drink,2.00
Very Light Cheese,2.00
Vince,2.00
Vinegar On Side,2.00
Vodka,2.00
Vodka Sour,2.00
W/ Glass,2.00
W/ Tots,2.00
WHITE RUSSIAN,2.00
WITH THE NACHOS,2.00
WITH THE TACOS,2.00
WRAP,2.00
Waffle,2.00
Warm,2.00
Warmed Please!,2.00
Watermelon With Sugar Rim,2.00
Watermelon!!!!!!,2.00
Watwrmelom,2.00
Weekender,2.00
Well,2.00
Well Done Bacon,2.00
Well Done Burger,2.00
Well Done Chicken Pls,2.00
Well Done Tenders Pls,2.00
Well Well Well Done,2.00
Wet Lemon Pepper,2.00
Whickey Sour,2.00
Whiskey Rock,2.00
Whisky Sour!!!!!!!!!!,2.00
White Tea Drink,2.00
White Tea Shot On Rocks,2.00
White tee shot,2.00
Window 3,2.00
Wings Crispy,2.00
With All The Garnishes,2.00
With Buffalo,1.00
With Cheddar Cheese,2.00
With Cheese,2.00
With Chicken,2.00
With Chicken Sandwich,2.00
With Coke Zero,2.00
With Gingerale,2.00
With Lemon Pepper,2.00
With Lime Wedge,2.00
With Olives,2.00
With Slaw,2.00
With Sprite,2.00
With Strawberry,2.00
With Tenders,2.00
With The Pizza,2.00
With The Tacos,2.00
With Water,2.00
With Wings Please,2.00
With glass,2.00
Woodford,2.00
Wrap Extra Toasted,2.00
XTRA BBQ,1.00
XTRA LEM PEP ON WINGS,2.00
XTRA LIME,2.00
Xt Pickles,2.00
Xtra Crisp,2.00
Xtra Crispy FF,2.00
Xtra Crispy Tots,2.00
Xtra Dirty,2.00
Xtra Dressing,2.00
Xtra Dressing On Side,2.00
Xtra Lemon Pep,2.00
Xtra Lime,2.00
Xtra Olives,2.00
Xtra Pickle And Cheese,1.00
Xtra Queso,2.00
Xtra Ranch,2.00
Xtra Seasoning On Patty,2.00
Xtra Spicy Mayo,2.00
Xtra Wet,2.00
Xtra Xtra Xtra Crispy,2.00
Xx,2.00
YELLOW CAN,2.00
Yes To Queso,2.00
alllllll Mixed Together,1.00
skinny,2.00
"!!!!!! GLUTEN ALLERGY !!!!!!!!",1.00
"!!!!!!! GLUTEN ALLERGY !!!!!!!!",1.00
"!!!!!!!! GLUTEN ALLERGY !!!!!!!!!!",1.00
"!!!!!!!!Dont Make!!!!!!",1.00
"!!!!!!DONT MAKE!!!!!!",1.00
"!!!!!DO NOT MAKE!!!!!!",1.00
"!!!!!To-Go!!!!",1.00
"!!!!DONT MAKE!!!",1.00
"!!!!DONT MAKE!!!!!",1.00
"!!!!TO GO!!!!!",1.00
"!SUB TATER TOTS!",1.00
"""A Lil Well Done""",1.00
"""Bacon Really Really Extra Crispy""",1.00
"""Crispy Not Burnt""",1.00
"""Make Strong"" (More Ice Less Mixer Pls)",1.00
"""Not Blackened Too Much",1.00
"""Not Too Dirty""",1.00
"""Shot Of Simple Syrup On The Side""",1.00
"""Super Allergic To Lemons"" Use Lime Juice, Nit Mix Plssss <3",1.00
"""Well Done Chicken""",1.00
"""Well Well Done, Burnt It""",1.00
$5,1.00
& Balsamic Vin,1.00
& Buffalo,1.00
& Cajun,1.00
& Light Buffalo :),1.00
(For FOH: TABLE 51 NOT 31),1.00
(Please label for Caleb),1.00
(Please label for Matt),1.00
(Please label for Michael),1.00
****NO ranch or bc or ketchup,1.00
***Add Mushrooms,1.00
***IMPOSSIBLE PATTY****,1.00
***Raspberry,1.00
**ALLERGY**,1.00
*Double Jeopardt,1.00
*NO MAKE*****,1.00
*TEA,1.00
+ Spicy Mustard,1.00
+ YUENGLING,1.00
1 BC 1 RANCH,1.00
1 Balsam 1 Ranch,1.00
1 Balsamic And 1 Ranch!!!!!!!!,1.00
1 Beef Tacos,1.00
"1 Brisket , 1 Steak",1.00
1 CUBE,1.00
1 Celery Stick,1.00
1 Cheese,1.00
1 Chicken 1 Beef,1.00
1 Chicken 1 Steak,1.00
1 Chix 1 Beef,1.00
1 Corn,1.00
1 Corn 1 Flour Tortilla,1.00
1 Corn Tort,1.00
1 Corn/1 Flour Tortilla,1.00
1 Corn\\1flour,1.00
1 Extra,1.00
1 Extra Aioli,1.00
1 FLOUR TORTILLA,1.00
1 Fish 1 Chicken,1.00
1 Flour Tort,1.00
"1 Flour Tortilla, 1 Corn Tortilla",1.00
1 HM 1 RANCH,1.00
1 Half Buffalo Lemon Pepper,1.00
1 Half Lemon Pepper,1.00
1 Hm 1 Balsamic,1.00
1 Honey Mustard 1 Balsamic,1.00
1 Ice Cube,1.00
1 Kathy,1.00
1 Large Buffalo Sauce,1.00
1 Lemon Pepper 2 Salt And Vin 3 Buffalo 4  Bbq 5 Garlic P,1.00
1 Lemonade,1.00
1 Linda,1.00
1 Miller Since Onlu 4,1.00
1 Nanvy,1.00
1 Of Each Tortilla,1.00
1 Onz Night Be Easy,1.00
1 PEPERONI PER SLICE,1.00
1 Peach,1.00
1 Steak 1 Chicken!!!!!!!!,1.00
"1 TACO NO ONION, Jalapino, Red Onion",1.00
1/2 Angry Orchard,1.00
1/2 Chicken,1.00
1/2 Cider,1.00
1/2 Coke,1.00
1/2 Diet Coke,1.00
1/2 Fries 1/2 Onion Rings On Side,1.00
1/2 Fries And Tots Plz,1.00
1/2 Irish Creme,2.00
"1/2 Korean Bbq, 1/2 Buffalo",1.00
1/2 Oz Lime Juice,1.00
1/2 Rubaeus,1.00
1/2 THE AMOUNT OF REGULAR FRIES PLS💕,1.00
1/3 Asian Chili 1/3 Hot 1/3 Korean Bbq,1.00
10 BBQ,1.00
10 BSB,1.00
10 BUFFALO 5 ASIAN CHILI,1.00
10 Boneless Wings Pls,1.00
10 Buff 5 BSB,1.00
10 Buffalo 5 Boom,1.00
"10 Buffalo,  5 Lemon Pepper",1.00
10 CAJUN AND 5 ASIAN CHILI CRISP,1.00
"10 Hot, 5 Buffalo",1.00
10 LEM PEP,1.00
10 LEMON PEPPER,1.00
10 LEMON PEPPER 5 HOT PLEASE,1.00
10 Lem Pepp,1.00
10 Lemon Pep 5 Bsb,1.00
10 Lemon Pepper 5 Hot !!!!!,1.00
10 Lp 5 Cajun,1.00
10 Lp 5 Plain,1.00
10 Nashville Hot,1.00
10 OZ,1.00
10 Oz Pour,1.00
10 Oz Snifter Pls,1.00
10 Ragin,1.00
10 Ranch,1.00
10 S&V 5 RAJIN,1.00
"10 SWEET HEAT, 5 GARLIC PARM",1.00
10 Sweet Bbq,1.00
10 With Buff AND Lem Pep,1.00
10 lemon pepper/5 buffalo,1.00
12 Pin,1.00
15 Lemon Pepper,1.00
15 WINGS LEMON PEPPER,1.00
16 oz,1.00
1\2 W\no Sausage,1.00
1\\2 Ras And Van,1.00
1st,1.00
1st Out****,1.00
2 Asian Chili,1.00
2 BLEU CHEESE,1.00
2 BUFFALO 1 RAJIN CAJUN,1.00
2 Bc,1.00
2 Black Berry Shots,1.00
2 Blueccheese,1.00
2 Chicken Tenders,1.00
2 Corn Tortillas 2 Flour Tortillas,1.00
2 Dpoons,1.00
2 EXTRA PORTIONS OF CELERY,1.00
2 Eggs,1.00
2 Extra Bals,1.00
2 Extra Boom Boom Sauce Please!!!!!!,1.00
2 Extra Fish Pieces,1.00
2 Extra Ranch,1.00
2 Frozen Pint Glasses,1.00
2 Go,1.00
2 Green,1.00
2 Impossible Tacos,1.00
2 Lem Pep 2 KBBQ,1.00
2 Lemon Slices Pls,1.00
2 Lime Wedges,1.00
2 Limes Pls Love You,1.00
2 Limes Plz,1.00
2 Limes Short Glass,1.00
2 Limes!!!!!,1.00
2 OJ 2 PINEAPPLE,1.00
2 ORANGES,1.00
2 Of The Classics Strawberry,1.00
2 Of The Malt Aioili,1.00
2 Orange 2 Pineapple,1.00
2 Oranges,1.00
2 Pine 2 Oj,1.00
2 Pineapple 1 Orange 1 Prosec,1.00
"2 Pineapple, 1 Cran, 1 Strawberry Lem.",1.00
"2 Pineapple, 1 Strawberry , 1 Orange",1.00
2 Poblano And Ranch,1.00
2 Queso,1.00
2 Quesos,1.00
2 RANCH,1.00
2 Ranches Please,1.00
2 SIDES OF RANCH,1.00
2 SPOONS,1.00
2 Scoops,1.00
2 Sd Mwalt Vin Aioli,1.00
2 Sd Ranch,1.00
2 Side Malt V Aioli,1.00
2 Side Malt Vin Aioli,1.00
2 Side Of Ranch,1.00
2 Sides Bbq Sauce,1.00
2 Sides Blu Chz,1.00
2 Sides Od Asain Chili Crisp,1.00
2 Sides Of Dressing,1.00
2 Sides Of Hot Wing Sauce,1.00
2 Sides Of Ranch With Onion Rings,1.00
2 Sides Of Ranch!!!!!!!!,1.00
2 Sides Of Sweet Heat Bbq,1.00
2 Sides Ranch,1.00
2 Strab No Cranberry,1.00
2 Strawberry,1.00
2 Tenders Insteas Of Breast,1.00
2 Vin And Oil On Side,1.00
2 extra black cherries,1.00
2/5 Shots = Repo,1.00
20 Onz,1.00
"20% Lemonade , 80% Blue Moon",1.00
21,1.00
23,1.00
23oz,1.00
25 Split 6 Ways,1.00
28,1.00
28 8,1.00
2spoons,1.00
2x Ranch On Side,1.00
2x Susan,1.00
2x Tacos,1.00
3 Balsam,1.00
3 Blue Can Ans 2 White Can,1.00
3 CHICKEN TENDERS,1.00
3 Cherries Pls :-),1.00
3 Chicken 3 Pork,1.00
3 Chicken Tenders,1.00
3 Chicken Tinders,1.00
3 Chickrn Tenders,1.00
3 Citrus 2 Peach,1.00
3 Corn,1.00
3 DOGS,1.00
3 Extra Pieces Of Cod,1.00
3 FLAVORS PLESA,1.00
"3 FLAVORS, 5 ASIAN CHILI, 5 RAJIN CAJUN, 5 HOT",1.00
"3 FLAVORS- 5 Salt and Vinegar, 5 Asian Chili, 5 Brown Sugar Bourbon",1.00
"3 FLAVORS- Hot, Teriyaki, Lemon Pepper",1.00
"3 Flavors Pls, Garlic Parm Too",1.00
"3 Flavors, 3rd Sweet Heat",1.00
"3 Flavors, 5 Nashville Hot, 5 Brown Sugar Burbon, 5 Sweet Heat",1.00
3 Flour Tortillas Warm,1.00
3 Flour Torts,1.00
3 Forks,1.00
3 Fried Chk Tenders,1.00
3 Korean Bbq,1.00
3 Miller Lite 2 Heineken,1.00
3 Nashville 3 Lemon Pep,1.00
3 OZ Cocktail Sauce,1.00
3 Orange,1.00
3 Oz Queso Please,1.00
3 Peices Of Fried Chicken Tenders,1.00
3 Pices Of Chicken,1.00
3 Pineapple Backs,6.00
3 Plain Wings,1.00
3 Pork 3 Chicken Please,1.00
3 Ramch,1.00
3 Ranches On Side,1.00
3 Sd Mayo,1.00
3 Sd Mustard,1.00
3 Spoon,1.00
3 TACOS No CHIPS,1.00
3 Tacos Pls,1.00
3 Tacos Total,1.00
3 Tenders,1.00
3 Tortillas On Side,1.00
3 Total Tacos,1.00
3 Wine Glasses,1.00
3glasses,1.00
3oz Side Of Chili Crisp Sauce,1.00
3rd taco,1.00
4 5 Oz Glasses,1.00
4 Cherries,1.00
4 Different Sauces Plz,1.00
4 FLATS THATS IT,1.00
4 Glasses,1.00
4 Kendra,2.00
4 Orange,1.00
4 Tacos,1.00
4 Wings,1.00
4kendra,1.00
4oz,1.00
5 Asian 5 Buff/lemon Pep,1.00
5 Asian Chili Crisp,1.00
5 Asian Chilli Crisp,1.00
5 Asian Crisp 10 Sweat Heat,1.00
5 BBQ 10 SWEET HEAT,1.00
"5 BSB, 5 BUFFALO, 5 KOREAN BBQ",1.00
5 BUFFALO,1.00
5 Bonelees 10 Bone In,1.00
5 Boom Boom,1.00
"5 Boom Boom, 5 Lemon Pepper, 5 Buffalo",1.00
5 Boom\\ 5 Cajun,1.00
5 Brown Sugar \\10 Lemon Pepper,1.00
5 Brown Sugar. Bourbon,1.00
5 Bsb,1.00
5 Bsb Wings,1.00
5 Buff 5 Lem Pep,1.00
5 Cold Glasses,1.00
5 Each,1.00
5 Extra Fried Shrimp,1.00
5 GARLIC PARM,1.00
5 Garlic Parm,1.00
5 Hot,1.00
5 Hot In Seperate Basket Please,1.00
5 KBBQ 10 LEM PEP,1.00
"5 KOREAN BBQ, 5 BOOM BOOM, 5 ASIAN CHILI CRISP PLS",1.00
5 Kbbq,1.00
5 Kbbq Wings,1.00
"5 Korean Bbq, 5 Lemon Pepper, 5 Hot",1.00
5 LEMON PEP,1.00
5 LEMON PEPPER 5 TERIYAKI 5 BUFFALO,1.00
"5 Lemon Pep, 5 Asain Chili Crisp, 5 Buffalo",1.00
5 Lemon Pepper 5 Bbq,1.00
"5 Lemon Pepper, 5 Teriyaki, 5 Sweet Heat !!",1.00
5 Lemon pepper,1.00
5 MIXED SAUCES,1.00
5 NASHVILLE 5 BUFFALO 5 TERYAKI,1.00
5 Nashville,1.00
5 Nashville 10 Buffalo,1.00
5 Nshv Hot,1.00
5 Only Lem Pep,1.00
5 PLAIN,1.00
5 PLAIN 10 LEMON PEPPER,1.00
5 RAJIN CAJUN 10 PLAIN,1.00
5 Rajum Cajun,1.00
5 SWEETHEAT 3 ASIAN CHILI,1.00
5 Spoon,1.00
5 Sw Ht Bbq,1.00
5 Sweet Potato Fries - For Lynn,1.00
5 Teriyaki,1.00
5 Terriyaki 10 Garlic Parm,1.00
5 Tossed Cajun,1.00
5 Wings Garlic Parmsean,1.00
50,1.00
51,1.00
51 RC v Neck,1.00
5oz Margarita,1.00
6 BUFFALO LEMON PEP 4 PLAIN,1.00
6 Lem Pep 4 Sweet Heat,1.00
6 bacon strips.  No Butter On Buns,1.00
7 BBQ,1.00
7 Bsb,1.00
7 FLATS 3 DRUMS,1.00
7 Korean Bbq 8_sweet Heat,1.00
7 RAJIM 8 Hot Pls,1.00
72,1.00
73,1.00
7:30,1.00
7brown Sugar Bourbon,1.00
7garlic Parmesan And 8 Buffola,1.00
8 Buffalo,1.00
8 Hot 7 Bbq,1.00
8 KBBQ 7 Buffalo,1.00
8 Kbbq,1.00
8 Lemon Pepper,1.00
8 Plain Plz,1.00
8 lemon Pepper,1.00
83,1.00
"86 BACON, ONION NOOO PORK",1.00
86 BBQ SUB SALSA,1.00
86 BEEF SUB IMPOSSIBLE MEAT,1.00
86 BUN SUB LETTUCE WRAP,1.00
"86 CHEESE, DAIRY ALLERGY, TO GOOOOO",1.00
86 CHICKEN SUB IMPOSSIBLE,1.00
86 CHIPS,1.00
86 CHIPS SUB BRUSSELS,1.00
86 CHIPS SUB CAULIFLOWER,1.00
86 CHIPS SUB COLESLAW,1.00
86 CHIPS SUB ONION RINGS,1.00
86 CRUTONS,1.00
86 Cheese,1.00
86 Chips SUB COLESLAW,1.00
86 Chips Sub BRUSSELS,1.00
86 Chips Sub CAULIFLOWER,1.00
86 Chips Sub LOADED FRIES,1.00
86 Classic Sub Watermelon,1.00
86 Everything,1.00
86 FRIES SUB PICKLE CHIPS,1.00
"86 FRIES SUB SWEET FRIES, TO GOOOOO",1.00
"86 FRIES, JUST STEAK",1.00
86 Fries SUB COLESLAW,1.00
86 HONEY,1.00
86 Ham Sub CHICKEN,1.00
86 LETTUCE,1.00
86 MUSTARD,1.00
86 Mug Sub Reggie Glass???,1.00
86 Mustard Sub Extra Queso,1.00
86 Onion,1.00
86 Onions,1.00
86 PARM,1.00
86 Pineapple Pils,1.00
86 Ponce,1.00
86 Pork Sub CHICKEN,1.00
86 RANCH SUB BLUE CHEESE,1.00
86 REDBULL,1.00
86 Ranch Sub CAESER DRESS,1.00
86 SALSA SUB QUESO,1.00
86 SOUR,1.00
86 SUB SWEET POT FRIES,1.00
86 Spatial,1.00
86 Stella,1.00
86 TOMATO,1.00
9 Buff 6 BSB,1.00
99,1.00
99 Plud Girl In Blue Hoodie,1.00
9oz Pour,1.00
:),1.00
A Couple Limrs,1.00
A Few Extra Fries Instead Of Slaw,1.00
A Few Jalepenos,1.00
A Few Mac & Cheese Bites,1.00
A Lil Queso Drizzle On The Tater Tots,1.00
A Little Crispy,1.00
A Little Extra Salt,1.00
A Little Lemon Pepper,1.00
A Little Less Sweet,1.00
A Little More Khalua,1.00
A Little More Sweet,1.00
A Little Spicy,1.00
A Tiny Bit Of Ice Cream,1.00
A1 SAUCE ON SIDE,1.00
ADD 6 FRIED SHRIMP,1.00
ADD A TACO,1.00
ADD ALL VEGGIES,1.00
ADD ASIAN CHULI CRISP TO WINGS,1.00
ADD AVOCADO,1.00
ADD BABY RAYS,1.00
ADD BACON AND BABY RAYS,1.00
ADD BACON BITS,1.00
ADD BACON BITS TO SALAD,1.00
ADD BBQ SAUCE ON BURGEE,1.00
ADD BBQ TO BURGER PLS,1.00
ADD BLACKENED COD,1.00
ADD BSB,1.00
ADD BSB TO WINGS,1.00
ADD BUFFALO SAUCE ON TOP,1.00
ADD CHIC NO SZNING,1.00
ADD CHILI,1.00
ADD CILANTRO,1.00
ADD CRUTONS,1.00
ADD DICED TOMATOES,1.00
ADD DRUMS PLEASE,1.00
ADD EXTRA CRISPY BACON,1.00
ADD EXTRA FISH,1.00
ADD EXTRA STEAK N QUESO,1.00
ADD FRIED CHIC,1.00
ADD FRIED EGG,1.00
ADD GARLIC PLS,1.00
ADD GAUC TO BURG,1.00
ADD GRILLED CHIC,1.00
ADD GRILLED COD,1.00
ADD GRILLED MUSHROOMS,1.00
ADD GRILLED ONIONS !!!,1.00
ADD GTILLED CHICKEN,1.00
ADD GUAC ON SIDE PLEASE,1.00
ADD GUAC ON THE SALAD,1.00
ADD GUACAMOLE,1.00
ADD HAM AND PINEAPPLE,1.00
ADD HAM BACON,1.00
ADD HONEY SYRUP,1.00
ADD JAPS TO THIS DOG,1.00
ADD LEM PEP TO WINGS,1.00
ADD LEMON PEP RO WINGS,1.00
ADD LEMON PEP TO HALF,1.00
ADD LEMON PEP TO HOT,1.00
ADD LEMON PEP TO REGULAR BUFFALO,1.00
ADD LEMON PEPPER SPRINKLES,1.00
ADD LEMON PEPPER TO SANDWICH,1.00
ADD LEMON PEPPER TO SHRIMP,1.00
ADD LEMON PEPPER TO TENDERA,1.00
ADD LEMON PEPPER TO TENDERS,1.00
ADD LEMONPEP TO HOT,1.00
ADD Lemon Pepper,1.00
ADD MAYO,1.00
ADD MAYO PLS,1.00
ADD MAYOOOO,1.00
ADD MINT,1.00
ADD MOZZARELLA,1.00
ADD MUSHROOM AND ONION INSIDE,1.00
ADD MUSHROOMS,1.00
ADD MUSHROOMS TO BURGER,1.00
"ADD MUSHROOMS, RED ONION, PEPPERS, & TOMATOES",1.00
ADD Mushrooms,1.00
ADD NASHVILLE,1.00
ADD NASHVILLE HOT,1.00
ADD NASHVILLE HOT TO GAR PARM PLS,1.00
ADD NASHVILLE HOT TO WINGS,1.00
ADD NASHVILLE TO HOT,1.00
ADD NASHVILLE TO WINGS,1.00
ADD OG BBQ SAUCE,1.00
ADD ON BURGER,1.00
ADD ONE TACO,1.00
ADD ONION AND JALAPENO,1.00
ADD ONION AND RICOTTA,1.00
ADD ONION EXRRA LETTUCE,1.00
ADD ONION ON SD,1.00
ADD ONION RINGS,1.00
ADD ONION TO BURGER,1.00
ADD ONION TO WRAP,1.00
ADD ONIONS AND PEPPERS,1.00
ADD OTALIAN SZNING,1.00
ADD PEPPERS AND ONIONS,1.00
ADD PICKLED RED ONUONS,1.00
ADD PICKLES,1.00
ADD PINEAPPLE,1.00
ADD PORK AND BBQ SAUCE TO BURGER,1.00
ADD PULLED PORK,1.00
ADD QUESO,1.00
ADD QUESO ON FRIES,1.00
ADD QUESO TO FRIES,1.00
ADD RED ONION,1.00
ADD ROASTED PEPPERS,1.00
ADD SALT AND VIN,1.00
ADD SALT AND VINEGAR,1.00
ADD SAUTED MUSHROOMS,1.00
ADD SCRAMBLED EGGS,1.00
ADD SHRED CHZ TO EGGS,1.00
ADD SHREDDED CHZ,1.00
ADD SHRIMP,1.00
ADD SOUR CREAM,1.00
"ADD SPICY MAYO, ONION CILANTRO MIX, AND PICKLED RED ONION",1.00
ADD SPLASH PINEAPPLE,1.00
ADD STEAK- RARE,1.00
ADD SWEET BABY RAYS,1.00
ADD Sauted mushrooms On Side Too,1.00
ADD TACO,1.00
ADD TO FLIGHT,1.00
ADD TOMATO PLS,1.00
ADD TOMATO SAUCE,1.00
ADD TOMATO TO SANDWICH,1.00
ADD TOMATOES AND ONION,1.00
ADD TURKEY SAUASGE,1.00
ADD WATERMELON,1.00
ADDD WATERMELON,1.00
ADI TUDE,1.00
ADI- Tude,1.00
AGAVE SYRUP ON SIDE,1.00
AL OF THUSIS TO GOOOO,1.00
ALL 5 IN BUCKET,1.00
ALL Buffalo Lemon Pepper,1.00
ALL CONDIMENTS ON THE SIDE AKA DRY SANDWICH,1.00
ALL DRUMS PLEASE,1.00
ALL DRUMS PLEASE !,1.00
ALL FLATS EXTRA CRISPY,1.00
ALL FLATS IF THATS POSSIBLE,1.00
ALL FLATS IF YOU CAN,1.00
ALL FLATS IF YOU CAN PLS,1.00
ALL FLATS PLS ❤,1.00
ALL FLATS RAJ SAID YES,1.00
ALL FLATS if U Can,1.00
ALL FLATS!!,1.00
ALL FLATS-- SEE RAJ,1.00
"ALL FLAVORS MIXED, PLEASE",1.00
ALL MIXED TOGETHER,1.00
ALL NO MAKE,1.00
ALL OF THESE TO GO !!!,1.00
ALL OF THESE TO GO!!!!!,1.00
ALL OF THIS TO GO PLEASE,1.00
ALL QUESO,1.00
ALL SAUCES ON THE SIDE,1.00
ALL SAUCES ON THE SIDE NOT ON SANDWICH,1.00
ALL SEPERATE PLEASE !,1.00
ALL TO GOOOOOO,1.00
ALL TOGO,1.00
ALL WINGS CRISPY 10 HOT 20 LEMON PEPPER PLS,1.00
ALLERGIC TO HONEY,1.00
ALLERGY,1.00
ALLLL OF THIS ORDER IS TO GO !!!!,1.00
ALLLLL TOOOO GOOOO,1.00
ALLLLL TOOOO GOOOOOOO,1.00
ALSO WITH CHEESE CURDS,1.00
ALSO WITH CURDS,1.00
ALSO WITH THE CURDS,1.00
ALSO WITH THE CURDS PLS !,1.00
ALSO add Crispy Frenchs Fried Onions,1.00
AND RANCH,1.00
AP,1.00
APPETIZER,1.00
ARNOLD PALMER,1.00
AS A WRAP PLEASE,1.00
AS A WRAP WITH SIDE OF ONION RINGS,1.00
AS APP !!!,1.00
AS APP COME OUT FIRST,1.00
AS APP FIRST,1.00
AS APP**,1.00
AS APP***,1.00
AS APPETIZER !!!!!!,1.00
AS APPETIZER SEND OUT FIRST PLS,1.00
AS ENTREE,1.00
AS FISH SANDWICH,1.00
AS LIGHT CHEESE AS POSSIBLE,1.00
AS LIGHT CHEESE AS POSSIBLE × CRISPYYYY,1.00
AS LITTLE CHZ AS POSSIBLE,1.00
AS LITTLE SAUCE AS POSSIBLE,1.00
AS MARTINI,1.00
AS SLIDERS PLEASE !!!!,1.00
AS SLIDERS PLS !!!!,1.00
AS WRAP❤❤❤,1.00
ASK GAB,1.00
AVERY REQUESTED 3 CHICKEN TENDERS,1.00
Aa App!,1.00
Accurate Price,1.00
Actual Side Not Basket,1.00
Ad Jalapeno To Half,1.00
Ad Onions,1.00
Ad Pickeld Onions,1.00
Ad Pickles,1.00
Ad Shredded Cheese,1.00
Ad. Pickles Onions,1.00
Ada Jalapenos On Burger,1.00
Add 1 Extra Chicken Taco,1.00
Add 2 Extra Mac & Cheese Bites,1.00
Add 2 buffalo sauces on the side,1.00
Add 4 Flour Tortillas,1.00
Add 5 Shrimp,1.00
Add 6 Fried Shrimp,1.00
Add 8 Grilled Shrimp,1.00
Add A Hoagie And Cheese,1.00
Add A Little Agave To It,1.00
Add A Little But Of Marinara,1.00
Add A Little Dragon Fruit,1.00
Add A Little Extra Simple,1.00
Add A Little Mozzeralla,1.00
Add A Little Nashville Hot To Buffalo,1.00
Add A Little Red Onion,1.00
Add A Little Red Sauce,1.00
Add A Lotta Croutons,1.00
Add A Lotta Croutons 💜,1.00
Add A Side Of Guac!!!!!!!,1.00
Add A Side Of Guacamole Please!!!!!!!,1.00
Add A Taco,1.00
Add Absolute Rasberry,1.00
Add Ahrimp,1.00
Add Alot Of Sweet Baby Rays,1.00
Add American,1.00
Add Amerocan Cheese,1.00
Add An Extra Salsa Pls,1.00
Add And Extra Salsa,1.00
Add Another Chicken Patty,1.00
Add Apple Liquor,1.00
Add Avocado And Grilled Mushrooms,1.00
Add Avocado Spread,1.00
Add BBQ sauce To Burger Please,1.00
Add BBQ to Sanchwich,1.00
Add BSB Seasoning,1.00
Add Bacon & Onions,1.00
Add Bacon & Onions To Salad,1.00
Add Bacon And Ham Please!!!!!,1.00
Add Bacon Crispy,1.00
Add Bacon Light Cheese,1.00
Add Bacon Light Chz Crispy Crispyyyyy,1.00
Add Bacon Oooh Yummy,1.00
Add Bacon Pls:),1.00
Add Bacon Slice,1.00
Add Bacon To Burger,1.00
Add Bacon To Burger!!!!!!!!!!,1.00
Add Bacon!!!!!!!!,1.00
"Add Bacon, Tomato, And Onion",1.00
Add Bacon. Well Done,1.00
Add Bagel Seasoning,1.00
Add Baileys Or Whatever,1.00
Add Balslamic On Top,1.00
Add Bbq Brisket,1.00
Add Bbq Sauce Instead,1.00
Add Bbq Sauce Instead Of Queso,1.00
Add Bbq To Base,1.00
Add Beer Cheese,1.00
Add Bell Pepper And Onion To Quesadilla,1.00
Add Bell Peppers,1.00
Add Bitters!!!!,1.00
Add Black Berry Jane,1.00
Add Black Olives,1.00
Add Blackberry Syrup,1.00
Add Blacked Grilled Chicken,1.00
Add Blackend Shrimp,1.00
Add Blackened Chicken,1.00
Add Blackened Cod,1.00
Add Blackened Cod Taco,1.00
Add Blackened Shrimp,1.00
Add Blackened Szn,1.00
Add Bleu Cheese Dressing 1.5oz,1.00
Add Blue C,1.00
Add Blue Cheese Crumbles,1.00
Add Blueberry And Guava,1.00
Add Bold & Spicy Steak Sauce,1.00
Add Boom Boom Sauce 1.5oz,1.00
Add Boom Boom Shrimp,1.00
Add Boomboom,1.00
Add Bqq Sauce Alot Please,1.00
Add Brisket!!!!!!!,1.00
Add Briskit,1.00
Add Brown Sugar Rub To Fries,1.00
Add Brussels,1.00
Add Bsb Drybrub To Fries,1.00
Add Bsb On Wings,1.00
Add Buff Sauce,1.00
Add Buff Sauce In Wrap,1.00
Add Buff Sauce N Nashville Hot Mix,1.00
Add Buffalo Chicken,1.00
Add Buffalo Ranch Sauce,1.00
Add Buffalo Sauce In Wrap,1.00
Add Buffalo Sauce Mix With Nashville,1.00
Add Buffalo Sauce To Grilled Chicken,1.00
Add Buffalo To Wings Too Plz,1.00
Add Buffalo Too,1.00
Add Bun,1.00
Add Buns,1.00
Add Burger,1.00
Add CHICKEN TACO,1.00
Add Cajuin Seasoning Please Littke Lads,1.00
Add Cajun Rub On Top,1.00
Add Cajun Seasoning To Fries,1.00
Add Cajun Seasoning To Shrimp,1.00
Add Cajun To Buffalo Wings,1.00
Add Cajun To Onion Rings,1.00
Add Cajun To Shrimp,1.00
Add Caramel Drizzle To Ice Cream,1.00
Add Casamigos Blanco,1.00
Add Chcken,1.00
Add Cheddar And Onions,1.00
Add Cheddar C,1.00
