MENU_ITEM_NAME,AVERAGE_ITEM_PRICE,ITEM_QUANTITY,ITEM_NET_AMOUNT
Sd Onion Rings,3.75,1.00,0.00
Sd Pablano Sauce,0.00,1.00,0.00
Sd Parm,0.50,1.00,0.50
Sd Parmesean,0.50,1.00,0.50
Sd Pickels,0.50,1.00,0.50
Sd Pickled Onion,1.00,1.00,1.00
Sd Pickled Onions,0.50,1.00,0.50
Sd Pickled Red Onnion,0.00,1.00,0.00
Sd Poblano Sauce,0.50,1.00,0.44
Sd Rajin Cajuin Seasoning,0.00,1.00,0.00
Sd Rajin Caujin,0.00,1.00,0.00
Sd Red Onions,0.50,1.00,0.50
Sd Sausage For A Pizza,1.00,1.00,0.00
Sd Sautaed Mushrooms,0.00,1.00,0.00
Sd Shrimp,4.00,1.00,4.00
Sd Sour Crean,0.00,1.00,0.00
Sd Steak For Salad,4.00,1.00,4.00
Sd Tater Tots,2.00,1.00,2.00
Sd Tomatoes,1.00,1.00,1.00
Sd Tortilla,1.50,1.00,1.50
Seahawk Sipper,8.00,1.00,8.00
Senorita,10.00,1.00,10.00
Senorita 8 Pack,65.00,1.00,65.00
Senorita From Green Tub,5.00,1.00,5.00
Senorita Grapef,10.00,1.00,10.00
Senorita Jalapeno Lime,10.00,1.00,10.00
Senorita Mango,10.00,1.00,10.00
Senorita Ranch Water,12.00,1.00,12.00
Senorita THC,10.00,1.00,10.00
Senorita THC Marg,10.00,1.00,10.00
Senorita THC marg,10.00,1.00,10.00
Serriria Nevada October Fest,7.00,1.00,7.00
Service Rally,6.00,1.00,6.00
Service Rally Pilsner,6.00,1.00,6.00
Shamrockarita,13.00,1.00,13.00
Shandy Harpoon,4.00,1.00,4.00
Shandy No Make,7.00,1.00,7.00
Shandy Pink,7.00,1.00,7.00
Shandy Pink Lemon TASTE,0.00,1.00,0.00
Sharable Brussels,,0.00,0.00
Shiner Bock DRAFT,5.00,1.00,5.00
Shirley Temple In A Pint Glass So People Think Im Drinking Lol,0.00,1.00,0.00
Shirt,20.00,1.00,20.00
Shirt Large,10.00,1.00,10.00
Shirt Rye,16.00,1.00,16.00
Shoetbarrel Manhattan,15.00,1.00,15.00
Short Barrel Rye Old Fashion,15.00,1.00,15.00
Short Glass Ice,0.00,1.00,0.00
Shortbarrel Flight,75.00,1.00,67.50
Shortbarrel Rye Old Fashioned D,24.00,1.00,24.00
Shot Glass Of Cranberry,0.50,1.00,0.50
Shot Of Fireball,6.00,1.00,6.00
Shot Of Oj,0.75,1.00,0.75
Shot Peach Schnapps,3.50,1.00,3.50
Shraamm Mead,15.00,1.00,15.00
Shramms,15.00,1.00,15.00
Shramms Mead,15.00,1.00,15.00
Shredded Cheddar Jack,1.50,1.00,1.50
Shredded Cheese,0.99,1.00,0.99
Shrimp,8.00,1.00,0.00
Shrimp Blackened,4.00,1.00,4.00
Shrimp Nachos,10.00,1.00,5.00
Shrimp On Salad,2.50,1.00,1.25
Shrimp Sandwich,5.00,1.00,2.50
Shrimpies 4 Pizza,7.00,1.00,0.00
Side 3 Flour Tortillas,0.00,1.00,0.00
Side Asian Sauce,0.50,1.00,0.50
Side Bacon & Red Onion,0.00,1.00,0.00
Side Balsami Vin,0.50,1.00,0.50
Side Balsamic,0.00,1.00,0.00
Side Balsamic Dressing,0.00,1.00,0.00
Side Balsamic Vinegar,0.50,1.00,0.50
Side Banana Peppers,0.00,1.00,0.00
Side Bbq,0.50,1.00,0.50
Side Bbq Dont Make,0.50,1.00,0.50
Side Beer Cheese,0.50,1.00,0.50
Side Blue,0.50,1.00,0.50
Side Blue C,0.50,1.00,0.50
Side Blue Chee,0.00,1.00,0.00
Side Blue Cheese,0.50,1.00,0.50
Side Buffallo,0.50,1.00,0.50
Side Buffalo,0.50,1.00,0.50
Side Buffalo Sauce,0.00,1.00,0.00
"Side Buffalo W, Lem Pep",0.00,1.00,0.00
Side Caesar No Parm,0.00,1.00,0.00
Side Caesar No Parm Extra Croutons,4.00,1.00,2.00
Side Caesar No Parm Extra Crouts,0.00,1.00,0.00
Side Caesar W Steak On It,0.00,1.00,0.00
Side Cajun,0.00,1.00,0.00
Side Cajun Fries With Queso,0.00,1.00,0.00
Side Cajun Seasoning,0.00,1.00,0.00
Side Cauliflower,6.00,1.00,6.00
Side Celery / Onion,0.00,1.00,0.00
Side Cesar dressing,0.00,1.00,0.00
Side Cheese Curds,5.00,1.00,2.50
Side Cheese Curds With Ranch,5.50,1.00,5.50
Side Chips,3.00,1.00,3.00
Side Cocktail Sauce,0.00,1.00,0.00
Side Cojita Cheese,0.85,1.00,0.85
Side Colelsaw,0.00,1.00,0.00
Side Cowboy Sauce,0.00,1.00,0.00
Side Croutons,0.00,1.00,0.00
Side Crutons,2.00,1.00,1.80
Side Cup Of Pepperonis,1.00,1.00,1.00
Side Dressing,0.50,1.00,0.50
Side Extra Steak For Nachos,4.00,1.00,4.00
Side Flour Tortilla,2.00,1.00,2.00
Side French Fries,3.75,1.00,3.75
Side Fried Shrimp,7.00,1.00,7.00
Side Fries,2.00,1.00,2.00
Side Garlic Butter,0.00,1.00,0.00
Side Garlic Fries,0.00,1.00,0.00
Side Green Onions,0.00,1.00,0.00
Side Grilled Shrimp,4.00,1.00,4.00
Side Guaca,0.00,1.00,0.00
Side Honey Mustard,0.50,1.00,0.50
Side Honey On Side,1.00,1.00,1.00
Side Hot Honey Sauce,1.00,1.00,1.00
Side Hot Sauc,1.00,1.00,1.00
Side Hot Wing Sauce,0.00,1.00,0.00
Side Hot Wing Sauce*,0.00,1.00,0.00
Side If Guac,0.50,1.00,0.50
Side Italian Herb Seasoning,0.00,1.00,0.00
Side Jalapeno,0.50,1.00,0.50
Side Jalapenos And Hot Sauce,0.50,1.00,0.50
Side Jalapeños,0.50,1.00,0.50
Side Japs,1.00,1.00,1.00
Side Kbbq,0.75,1.00,0.75
Side Korean Bbq,0.50,1.00,0.50
Side Lemmon Pepper,1.00,1.00,1.00
Side Lemon Pepper Dry Ruv,0.00,1.00,0.00
Side Lemon Pepper Seasoning,0.00,1.00,0.00
Side Mushrooms,0.00,1.00,0.00
Side Mustard,0.00,1.00,0.00
Side Nash Hot,0.00,1.00,0.00
Side Nashville Hot Rub,0.50,1.00,0.50
Side Nashville Hot Seasoni G,0.00,1.00,0.00
Side Of 4 Flour Tortillas,0.00,1.00,0.00
Side Of A1 Sauce,0.00,1.00,0.00
Side Of Asain Chili Crisp,0.50,1.00,0.50
Side Of Asian Chili,0.00,1.00,0.00
Side Of Asian Chili Criso,0.50,1.00,0.50
Side Of Azn Chili Crisp,0.00,1.00,0.00
Side Of BSB Rub,0.00,1.00,0.00
Side Of BSB rub,0.00,1.00,0.00
Side Of Bals,0.00,1.00,0.00
Side Of Balsamic Glaze,0.00,1.00,0.00
Side Of Balsamic Vin,0.50,1.00,0.50
Side Of Balsamic Vinagerete,0.50,1.00,0.50
Side Of Balsamic*,0.00,1.00,0.00
Side Of Banana Peppers,0.00,1.00,0.00
Side Of Basil,0.00,1.00,0.00
Side Of Big Queso,0.00,1.00,0.00
Side Of Bloody Mary Mix,1.00,1.00,1.00
Side Of Blue Cheese,0.00,1.00,0.00
Side Of Boomboom Sauce,0.50,1.00,0.50
Side Of Brisket For Loaded Fries,2.00,1.00,2.00
Side Of Brisket W\ Bbq Sauce,6.00,1.00,6.00
Side Of Buttermilk Ranch*,0.00,1.00,0.00
Side Of Caesar With Pizza,0.00,1.00,0.00
Side Of Cajun. Side Of Garlic Parm,0.00,1.00,0.00
Side Of Ceasar,0.00,1.00,0.00
Side Of Ceasar Dressing*,0.00,1.00,0.00
Side Of Ceasar*,0.00,1.00,0.00
Side Of Cheese Curds,0.00,1.00,0.00
Side Of Chicken For Salad To Go,2.00,1.00,2.00
Side Of Chicken For Side Salad,2.00,1.00,2.00
Side Of Chicken For. Cesar,0.00,1.00,0.00
Side Of Chili Crisp,0.00,1.00,0.00
Side Of Chipa,1.50,1.00,1.50
Side Of Chocolate Sauce,0.00,1.00,0.00
Side Of Chopped Bacon,0.50,1.00,0.50
Side Of Chopped Jalapenos,0.50,1.00,0.50
Side Of Cil Onion,0.00,1.00,0.00
Side Of Cocktail Sauce*,0.00,1.00,0.00
Side Of Coleslaw For Here,0.00,1.00,0.00
Side Of Corn Tortilla,0.00,1.00,0.00
Side Of Cowboy Sauce,0.00,1.00,0.00
Side Of Cran Juice,0.00,1.00,0.00
Side Of Crutons,0.00,1.00,0.00
Side Of Diced Tomato,1.00,1.00,1.00
Side Of Diced Tomatos,0.00,1.00,0.00
Side Of Everything Bagel Seasoning,0.00,1.00,0.00
Side Of Flour Tortilla,0.00,1.00,0.00
Side Of French Fries,2.00,1.00,2.00
Side Of Fried Pickle Chips,0.00,1.00,0.00
Side Of Fried Shrimp,7.00,1.00,7.00
Side Of Garlic Parmaesan,0.00,1.00,0.00
Side Of Grill Chick,4.50,1.00,4.50
Side Of Grilled Chicken 4oz,4.00,1.00,4.00
Side Of Grilled Chicken For Salad,3.00,1.00,3.00
Side Of Guac W Nachos,1.00,1.00,1.00
Side Of Guac With Burger,0.50,1.00,0.50
Side Of Guacamole,0.00,1.00,0.00
Side Of Hot Honey*,0.00,1.00,0.00
Side Of Ice Cream,0.00,1.00,0.00
Side Of Impossible Meat,4.00,1.00,4.00
Side Of Italian Seasoning,0.00,1.00,0.00
Side Of Large Queso*,0.00,1.00,0.00
Side Of Lem Pepper Rub*,0.00,1.00,0.00
Side Of Lemon Pepper Seasoning,0.00,1.00,0.00
Side Of Lemon Ppr,0.00,1.00,0.00
Side Of Lightly Toasted French Bread,1.00,1.00,1.00
Side Of Malt Vinegar Aoli*,0.00,1.00,0.00
Side Of Marina,0.00,1.00,0.00
Side Of Marinara And Side Of Hot Honey,0.00,1.00,0.00
Side Of Mayo,0.00,1.00,0.00
Side Of Nashvi Hot,0.50,1.00,0.00
Side Of Nashville,0.50,1.00,0.50
Side Of Nashville Dry Rub,0.00,1.00,0.00
Side Of Onion,0.50,1.00,0.50
Side Of Onion Cilantro Mix,0.00,1.00,0.00
Side Of Pabanlo Sauce,0.50,1.00,0.50
Side Of Parm,0.00,1.00,0.00
Side Of Pepperoncini Peppers,0.00,1.00,0.00
Side Of Pickles!!!!,0.00,1.00,0.00
Side Of Poblano Sauce,0.00,1.00,0.00
Side Of Quac,2.00,1.00,2.00
Side Of Rajin Cajun,0.00,1.00,0.00
Side Of Rajin Cajun Dry Rub,0.50,1.00,0.50
Side Of Raw Mushrooms,0.00,1.00,0.00
Side Of Raw Onion On The Side With Pizza,0.00,1.00,0.00
Side Of Raw Onion. Side Of Pickle,0.00,1.00,0.00
Side Of Raw Onions,0.00,1.00,0.00
Side Of Roasted Red Peppers,0.00,1.00,0.00
Side Of Romaine,0.00,1.00,0.00
Side Of Salt And Vin,0.00,1.00,0.00
Side Of Salt And Vinegar,0.00,1.00,0.00
Side Of Salt And Vinegar Dry Rub,0.50,1.00,0.50
Side Of Salt Vin,0.00,1.00,0.00
Side Of Salt Vinegar Rub,0.00,1.00,0.00
Side Of Saltand Vin,0.00,1.00,0.00
Side Of Sauted Mushrooms,1.50,1.00,1.50
Side Of Shred Cheese,1.00,1.00,1.00
Side Of Shredded Cheese,0.00,1.00,0.00
Side Of Shredded Parmasean,0.00,1.00,0.00
Side Of Shredded Steak,6.00,1.00,6.00
Side Of Slaw,0.50,1.00,0.50
Side Of Small Queso*,0.00,1.00,0.00
Side Of Sour Cream*,0.00,1.00,0.00
Side Of Spicy Mustard,0.00,1.00,0.00
Side Of Steak,3.00,1.00,3.00
Side Of Steak For Salad,5.00,1.00,5.00
Side Of Steak With The Queso,5.00,1.00,5.00
Side Of Sweet Baby Rays BBQ Sauce*,0.00,1.00,0.00
Side Of Sweet Heat BBQ,0.00,1.00,0.00
Side Of Sweet Heat Sauce*,0.00,1.00,0.00
Side Of Sweet Potato Fries,3.50,1.00,1.75
Side Of Syrup,0.00,1.00,0.00
Side Of Teriyaki,0.00,1.00,0.00
Side Of Texas Toast,2.00,1.00,2.00
Side Of Tomato Onion And Pickles,0.00,1.00,0.00
Side Of Tomato Sauce,0.75,1.00,0.75
Side Of Tomatos,0.00,1.00,0.00
Side Of Vinegarette Aoli,0.50,1.00,0.50
Side Of Waffle Fries!!!!!!!!!,3.00,1.00,3.00
Side Of Warm Caramel,0.00,1.00,0.00
Side Oof Lettuce,0.00,1.00,0.00
Side Parmesan Cheese,0.00,1.00,0.00
Side Pickles*,0.00,1.00,0.00
Side Pico,0.00,1.00,0.00
Side Quac,2.00,1.00,2.00
Side Queso 3oz,1.00,1.00,1.00
Side Rajun Cajun,0.00,1.00,0.00
Side Ranch Dont Ma,1.00,1.00,1.00
Side Recotta Cheese,0.00,1.00,0.00
Side Red Onions,0.00,1.00,0.00
Side Salami,2.00,1.00,0.00
Side Salsa,0.00,1.00,0.00
Side Salsa*,0.00,1.00,0.00
Side Salsa. Side Sour Cream,0.00,1.00,0.00
Side Salt And Vin,0.00,1.00,0.00
Side Salt And Vinegar,0.50,1.00,0.50
Side Shredded Cheese,0.00,1.00,0.00
Side Shrimp,4.00,1.00,0.00
Side Sliced Tomatos,0.00,1.00,0.00
Side Spicy Mayo,0.00,1.00,0.00
Side Steak,5.00,1.00,5.00
Side Steak Meat For Nachos- Cook Lightly,3.00,1.00,3.00
Side Steak With Salad,4.50,1.00,4.50
Side Sweet Heat,0.00,1.00,0.00
Side Teriyaki,0.00,1.00,0.00
Side Tomato,0.00,1.00,0.00
Side Waffle Fries To Go,,0.00,0.00
Side Warm Marinara,0.00,1.00,0.00
Side Yellow Mustard,0.00,1.00,0.00
Side of Sweet Heat BBQ,0.00,1.00,0.00
Side.celery,0.00,1.00,0.00
Sideblue Che,0.50,1.00,0.50
Sides Mayo,0.00,1.00,0.00
Sides Of Mayo And Mustard Packets,0.00,1.00,0.00
Sides Yellow Mustard,0.00,1.00,0.00
Sids Of Ceasar Dressing,0.00,1.00,0.00
Sierra Hazy Lil,6.00,1.00,6.00
Sierra Navada Pale Ale Can,5.00,1.00,5.00
Sierra Nevada Pale,6.00,1.00,6.00
Sierra Nevada Pale Ale 16oz Can,6.00,1.00,6.00
Sierra Northern Wet Hop,8.00,1.00,8.00
Sierra Pale,6.00,1.00,6.00
Sife Of Ice Cream,2.00,1.00,2.00
Silent Accord,8.00,1.00,8.00
Sips Sunrise 5oz,3.00,1.00,3.00
Sive Beer,4.00,1.00,4.00
Six Brdges Sour,8.00,1.00,8.00
Six Bridge,8.00,1.00,8.00
Six Bridges Imperial Porter,0.00,1.00,0.00
Six Bridges Sample,3.00,1.00,3.00
Six Bridges Scilent Accord,8.00,1.00,8.00
Six Bridges Sour Continuom TASTE,0.00,1.00,0.00
Six Oack Peach State Ligh Dont Make g,10.99,1.00,10.99
Skrewball,8.00,1.00,8.00
Skygazer,5.00,1.00,5.00
Skygazer Pink Lemonade Taste,0.00,1.00,0.00
Slice Of Cheddar,1.00,1.00,1.00
Slice Of Toast,3.00,1.00,3.00
Sliced Onion For Burger,0.50,1.00,0.50
Small Blue Moon,3.50,1.00,3.50
Small Caesar,0.00,1.00,0.00
Small Cup Of Coleslaw,,0.00,0.00
Small Fries With Cheese,0.00,1.00,0.00
Small Order Of Cheese Curds,5.50,1.00,2.75
Small Order Of Chips And Salsa,3.00,1.00,3.00
Small Queso,0.00,1.00,0.00
Small Ramekin Coleslaw,0.50,1.00,0.00
Small Salsa & Chips Pls,0.00,1.00,0.00
Small Shirt,20.00,1.00,20.00
Small Side Cheese Curds,0.00,1.00,0.00
Small Side Of Caesar Dressing,0.00,1.00,0.00
Small Side Of Cheese Curds Pls,0.00,1.00,0.00
Small Side Of Guac With Tacos!!!!,0.00,1.00,0.00
Small Side Of Raw Onion,0.00,1.00,0.00
Small Side Of Sour Cream,0.00,1.00,0.00
Small Side Of Tortilla Chips With Small Beer Cheese,0.00,1.00,0.00
Small Side Queso,1.00,1.00,1.00
Small side Of Queso,0.00,1.00,0.00
Smash Mocktail,6.00,1.00,6.00
Sml Cole Slaw,0.50,1.00,0.00
Smoke Old F,13.00,1.00,13.00
Smu,8.00,1.00,8.00
Sn No Make,6.00,1.00,3.00
Sniner Bock,6.00,1.00,6.00
So Just A Bbq Chicken Wrap With Bacon Lettuce And Pickles,0.00,1.00,0.00
Soda Water With Ice In Glass,0.00,1.00,0.00
Soda Water/ Splash Of Pineapple/ Tajin Rim,5.00,1.00,0.00
Sode Of Asian Chili,0.00,1.00,0.00
Sorry,4.00,1.00,4.00
Sorry Sakura Stout,5.00,1.00,5.00
Sour Cream,0.00,1.00,0.00
Sour Cream*,0.00,1.00,0.00
Sour Vic Monky,7.00,1.00,7.00
Sours And Bitters,3.00,1.00,3.00
Southern Brewing Pom Fruit Flash,3.00,1.00,3.00
Southern Pom Fruit Flash,3.00,1.00,3.00
Southern Tier Pumpking,7.00,1.00,3.50
Spacial Distortion,9.00,1.00,9.00
Sparkling Lemonade,12.00,1.00,12.00
Special Burguer,10.00,1.00,10.00
Special Drink,13.00,1.00,13.00
Spicy Mayo,0.50,1.00,0.50
Split,59.24,1.00,59.24
Square $5,5.00,1.00,5.00
Square 5$,5.00,2.00,10.00
Squrriel,11.00,1.00,11.00
Srillfire Irish Red,4.00,1.00,4.00
St Bernardus Sample,0.00,1.00,0.00
Stawberry,6.01,1.00,6.01
Staycation,5.00,1.00,5.00
Staycation Needs Button,,0.00,0.00
Steai Frittes,24.00,1.00,24.00
Steak Burrito,0.00,1.00,0.00
Steak Burrrrrito,0.00,1.00,0.00
Steak Fites\garlic FF,23.50,1.00,23.50
Steak For Salad,3.00,1.00,3.00
Steak Frites Medium,24.00,1.00,24.00
Steak Frites Well Done,23.00,1.00,23.00
Steak Frites With Garlic Fries,23.00,1.00,23.00
Steak Fritt,23.50,1.00,23.50
Steak Fritts,22.00,1.00,22.00
Steak On Side,2.00,1.00,0.00
Steak Quesadilla On Big Tortilla,0.00,1.00,0.00
Steak Taco Bar (CAT),85.00,1.00,85.00
Steak Tacos,10.00,1.00,10.00
Steak Teriyaki Blt,10.00,1.00,5.00
Steak Wrap,0.00,1.00,0.00
Stella Can,5.00,1.00,5.00
Still Fire Octoberfest,7.00,1.00,3.50
StillFire O Farell's,3.00,1.00,3.00
Stillfire Irish Red Ale,4.00,1.00,4.00
Stillfire Irish Red O'Farrell's,4.00,1.00,4.00
Stillfire Marzen Draft,8.00,1.00,8.00
Stillfire Marzen TASTE,0.00,1.00,0.00
Stillfire O Farrels,4.00,1.00,4.00
Stillfire OFarrels,3.00,1.00,3.00
Stillfire Ofarell Irish Red,4.00,1.00,4.00
Stillfire Yule,7.00,1.00,7.00
Stone Delicious Hazy IPA Can,5.50,1.00,5.50
Stone Pilsner,3.00,1.00,3.00
Straberry Lemonade,3.00,1.00,3.00
Straw Lem Cocktail,6.01,1.00,0.00
Straw Lemonade,6.00,1.00,6.00
Straw Lemonade Special,6.00,1.00,6.00
Strawberry Basil Mocktail,7.00,1.00,7.00
Strawberry Canebrake,3.00,1.00,3.00
Strawberry Coconut Mojito,12.50,1.00,12.50
Strawberry Lemonade Shandy,7.00,1.00,7.00
Strawberry Lemonade Shot,,0.00,0.00
Strawberry Lemonade Smasg,6.01,1.00,6.01
Strawberry Sprits THC Can,10.00,1.00,10.00
Styrofoam Bowl Of Shredded Chz,2.00,1.00,2.00
Sub Titos Nomake,2.00,1.00,2.00
Sub tito Nomake,2.00,1.00,2.00
Sude Shrimp Welldone,0.00,1.00,0.00
Sugar Cookie,7.00,1.00,7.00
Suide Of Blue Cheese,0.00,1.00,0.00
Summer Ale,5.00,1.00,5.00
Sun Cruiser Bucket,30.00,1.00,15.00
Sun Cruiser Dont Make,5.00,1.00,5.00
Sun Cruiser Peach Tea,8.00,1.00,8.00
Sun Cruiser Pink,7.00,1.00,5.53
Sun Cruiser Strawberry,7.00,1.00,5.52
Sun Cruiset,4.00,1.00,4.00
Sun Glow Citrus,7.00,1.00,7.00
Sun Glow Seltzer,8.00,1.00,8.00
Suncr,7.00,1.00,7.00
Suncruiser Iced Tead,8.00,1.00,6.66
Suncruiser Lem,7.00,1.00,7.00
Suncruiser Peach,7.00,1.00,3.50
Suncruiser Pink Lem,8.00,1.00,8.00
Suncruser,5.00,1.00,5.00
Sunny Little Thing,6.00,1.00,4.51
Surfside,12.00,1.00,12.00
Surfside Bucket,28.00,1.00,28.00
Surfside Lemonade,8.00,1.00,8.00
Surfside Raspberry,8.00,1.00,8.00
Surfside Starwberry Lemonade,7.00,1.00,7.00
Surfside Strawberry Lemomade,8.00,1.00,8.00
Surside Strawberry,8.00,1.00,8.00
Susan Mom Water,8.00,1.00,8.00
Sweet Heat Bbq Side,0.50,1.00,0.50
Sweet Poato Fries,4.00,1.00,4.00
Sweet Potato Fries No Seasoning,,0.00,0.00
Sweet Potato To Go,0.00,1.00,0.00
Sweet Pottato Fries To Go,4.00,1.00,4.00
Sweet Spot Spritz,8.00,1.00,8.00
Sweet Spot Sprtiz,8.00,1.00,8.00
Sweet Waffle Fries,2.00,1.00,1.00
Sweet Water Festive,5.00,1.00,5.00
SweetWater Kisses,7.00,1.00,7.00
Sweetwater 420 Can,6.00,1.00,3.00
Sweetwater Trop Hazy,5.00,1.00,5.00
Swet Heat Bbq,0.50,1.00,0.50
Swise Cheese Slice,0.00,1.00,0.00
Sycamore Apple,5.00,1.00,5.00
Sycamore Pumkin Taste,0.00,1.00,0.00
Sycamore Pumpkin Blond Sample,3.00,1.00,3.00
Sycamore Sigar Cookie,7.00,1.00,3.50
Sycamore Tropical,7.00,1.00,7.00
Syrup,0.50,1.00,0.50
T,1.00,1.00,1.00
T Shir S,20.00,1.00,20.00
T-shirt Medium,20.00,1.00,20.00
TASTE 3 Tavern Asylum,0.00,1.00,0.00
TASTE YAZOO DOS,0.00,1.00,0.00
TEST TEST,0.00,1.00,0.00
TSL,18.00,1.00,18.00
TWEA,0.00,1.00,0.00
Tall Boys Gator,5.00,1.00,5.00
Tall Dark N Smokey Sample,3.00,1.00,3.00
Tall Dark N Smoky HH,7.00,1.00,7.00
Tall Paloma Double Repo,12.00,1.00,12.00
Tallboy Allig,5.00,1.00,5.00
Tap Out Marg - Salt Rim,5.00,1.00,5.00
Tap Salad Light Cheese No Red Onion,0.00,1.00,0.00
Tap That Tee,20.00,1.00,20.00
Tapout Margarita,9.00,1.00,9.00
Taste Chardonnay,0.00,1.00,0.00
Taste Of Apple.cider Beer,0.00,1.00,0.00
Taste Of Atl Hatd Cherry Pie,0.00,1.00,0.00
Taste Of Black Widow Cider,0.00,1.00,0.00
Taste Of Pontoon,0.00,1.00,0.00
Taste Of Six Bridges Continuum,0.00,1.00,0.00
Taste Sycamore Sugar Cookie,0.00,1.00,0.00
Taste Victory Sour Monkey,0.00,1.00,0.00
Tea High Noon,5.00,1.00,5.00
Teddy Love,8.00,1.00,8.00
Teddy Loves Pilsner,4.00,1.00,4.00
Tempters,10.00,1.00,10.00
Tempters THC Drink,8.00,1.00,8.00
Tennessee Shine,3.00,1.00,3.00
Tepache Pineapple Can,6.00,1.00,6.00
Tepache Pineapple HH,7.00,1.00,7.00
Tepache Pineapple Sour Btl,0.00,1.00,0.00
Tepache Pint,8.00,1.00,8.00
Tequika That You Filepr,0.00,1.00,0.00
Tequila Re,8.00,1.00,8.00
Tequila Sun,9.00,1.00,9.00
Tequilla Jueso Shot,5.00,1.00,5.00
Teraki Sauce,0.00,1.00,0.00
Terapin Cerveza,6.00,1.00,6.00
Terayaki Oj Side,0.00,1.00,0.00
Teremana Anejo,12.00,1.00,12.00
Teremana Marg Flight,18.00,1.00,18.00
Teriyaki Sauce On Side,0.50,1.00,0.50
Terr MooHoo,7.00,1.00,7.00
Terrapin Cervesa,7.00,1.00,7.00
Terrapin Cerveza Sample,3.00,1.00,3.00
Terrapin Moo Moo,7.00,1.00,7.00
Terrapin MooHoo,6.00,1.00,6.00
Terrapin Rye Draft,6.00,1.00,6.00
Terrapin cereveza DRAFT,7.00,1.00,7.00
Terripun Hopscutioner Sample,0.00,1.00,0.00
Test Takeout,0.00,1.00,0.00
Testing,0.00,1.00,0.00
Thai Buffalo Chicken Tendy,0.00,1.00,0.00
Thai Chili Cheeseburger Sliders,0.00,1.00,0.00
Thank You I Love You,0.00,1.00,0.00
Thc 10 Mg,8.00,1.00,8.00
"Thc 5"" Mg",6.00,1.00,6.00
Thc Blackcherry,8.00,1.00,8.00
Thc Can Pack 12,40.00,1.00,40.00
Thc Lime,10.00,1.00,10.00
Thc Lime (Senorita),10.00,1.00,10.00
The Biggy BBQ Mac Burger 6oz,21.25,1.00,21.25
The Long Drink Cranberry,5.00,1.00,5.00
The Lost Druid Standing,8.00,1.00,8.00
The Lost Druid Standing Ov,8.00,1.00,8.00
The Lost Druid Standing Ovation,3.00,1.00,3.00
The Regina,14.00,1.00,14.00
Three Taverns Asylum Enchantress,,0.00,0.00
Three Taverns Big Night On Ponce Can,5.00,1.00,5.00
Three Taverns Midnight On Ponce,7.00,1.00,7.00
Three Taverns Night On Ponce,7.00,1.00,7.00
Three Taverns: Rapturous,7.00,1.00,7.00
Three Tavers Rapturous,0.00,1.00,0.00
Throw Some Lemon Pepper On The Buff Nuggies Pls,0.00,1.00,0.00
Tiki Cider,8.00,1.00,8.00
Tiki Glass,20.00,1.00,20.00
Tiki Haze Cider,7.00,1.00,7.00
Tiki Haze Sample,3.00,1.00,3.00
Tiki Time Beer,3.00,1.00,3.00
Tip (:::::,1.00,1.00,1.00
Tito's Lunch,5.00,1.00,5.00
Titos And Splash Of Lemonade,5.00,1.00,5.00
Titos And Sugar Free Redbull Lunch,6.00,1.00,6.00
Titos Lunch (Double),10.00,1.00,10.00
Titos N Pineapple Lunch,6.00,1.00,6.00
Titos Sub,2.00,1.00,2.00
Toasted Bacon Ranch Sub,10.00,1.00,5.00
Toasted Italian,0.00,1.00,0.00
Toasted Italian Sub With Fries,0.00,1.00,0.00
Toasted Turkey Club,13.50,1.00,13.50
Toasted VEGGIE SUB,5.00,1.00,0.00
Togo Honey Mustard,0.50,2.00,1.00
Tom,6.00,1.00,6.00
Tomato And Onion,0.50,1.00,0.50
Tomato Sauce,0.50,1.00,0.50
Tomatoes For Sandwich,0.50,1.00,0.50
Tonic With Olives,0.00,1.00,0.00
Toooo Goooooo,0.00,1.00,0.00
Toooo Gooooooo,0.00,1.00,0.00
Toooo Goooooooo,0.00,1.00,0.00
Toss Fries,1.00,1.00,1.00
Tots,1.00,1.00,1.00
Touch Down Shot,5.00,2.00,10.00
Tra Cuervo,6.00,4.00,24.00
Tradicional,7.00,1.00,7.00
Trio Dips And Chips,0.00,1.00,0.00
Tripping Animals,3.00,1.00,3.00
Tripping Animals Even More Si... TASTE,0.00,1.00,0.00
Tropic Force,5.00,1.00,5.00
Tropical Fluff TASTE,0.00,1.00,0.00
Tropical Hopslam,190.00,1.00,177.00
Tropical Staycation,5.00,1.00,5.00
Tropicalia,7.00,1.00,7.00
Tropicalia Do Not Make,6.00,1.00,6.00
Tropicalia In Snifter,4.00,1.00,4.00
Tropo,7.00,1.00,7.00
Trowb 80,8.00,1.00,8.00
Truck Stop Honey,6.00,1.00,0.93
Truley,7.00,1.00,7.00
Tucker George Red,0.00,1.00,0.00
Turbo,7.00,1.00,7.00
Turkey Sammy With Onion Rings,13.50,1.00,0.00
Turkey Sub W Cajun Fries,,0.00,0.00
Turkey Sub With Onion Rings Side,13.50,1.00,0.00
Turkey Wrap With Fries,13.50,1.00,0.00
Twirl Flapjacks,0.00,1.00,0.00
Twisted Tea Can,5.00,1.00,2.50
Twisted Tea Mango,0.00,1.00,0.00
Twisted Tea Strawberry,6.00,1.00,6.00
Twisted Teas,5.00,3.00,2.53
Twisted With Strawberry,6.00,1.00,6.00
